trade_id,signal_id,setup_type,direction,confidence,result_state,score,entry_timestamp_ist,exit_timestamp_ist,duration_minutes,entry_price,exit_price,pnl_points,est_option_pnl_rupees,spot_at_signal,stop_loss,target_1,target_2,strike,option_type,suggested_lots,capital_allocated,risk_pct,option_premium,option_sl,option_target,option_delta,pcr,atm_ce_oi,atm_pe_oi,ce_oi_change_pct,pe_oi_change_pct,active_trade_state,signal_reasons,entry_timestamp_utc,exit_timestamp_utc
9c564cc3-bd5f-471e-ad42-3f4bf95985cd,166,FAILED_BREAKOUT,BULLISH,MEDIUM,T2_HIT,2,2026-06-29 12:47:00 IST,2026-07-03 09:15:20 IST,5548.3,23951.9,24261.600000000002,309.7,12097.58,23951.9,23925.0,24039.0,24261.600000000002,23950,CE,0.0,9087.57,10.0,95.3,81.28967299999924,140.66429299999925,0.52083,1.1332,7368400,8349770,0.52,5.2,CLOSED,"Price closed back past level 23950.0 | Option writers did not cover their positions | Target 1 set at structural resistance: 24039.00 | Target 2 set at structural resistance: 24261.60 | Option Sizing: 0 lots suggested | Capital: ₹9,087.57 | Risk: 10.0% | Option SL: ₹81.29 | Option Target: ₹140.66 | Premium: ₹95.30 | Delta: +0.5208",2026-06-29T07:17:00+00:00,2026-07-03T03:45:20.210527+00:00
e6c1aead-b5b6-4ddd-b851-64d0d6c3ec43,171,OI_WALL_REJECTION,BEARISH,MEDIUM,T2_HIT,2,2026-06-30 09:19:00 IST,2026-06-30 09:31:21 IST,12.4,23940.05,23888.0,52.05,2007.66,23940.05,23965.0,23915.05,23890.05,23950,PE,1.0,9115.94,10.0,64.45,51.61846449999963,77.30725000000001,-0.51429,0.8458,10503285,8884005,15.1,3.72,,"Price approached massive OI wall at 23950.0 | Wall size: 105.0L contracts (+15.1% change) | Candle showed clear rejection/bounce | Option writers defended the level (OI did not drop) | Option Sizing: 1 lots suggested | Capital: ₹9,115.94 | Risk: 10.0% | Option SL: ₹51.62 | Option Target: ₹77.31 | Premium: ₹64.45 | Delta: -0.5143",2026-06-30T03:49:00+00:00,2026-06-30T04:01:21.973126+00:00
00ab656f-f46e-4313-85d5-3c0a986a2725,172,FAILED_BREAKOUT,BULLISH,MEDIUM,SL_HIT,0,2026-06-30 12:15:00 IST,2026-06-30 14:04:05 IST,109.1,23930.3,23892.1,-38.2,-1255.19,23930.3,23909.550000000003,23980.3,24120.0,23950,CE,1.0,9085.91,10.0,36.8,27.709217500001593,58.7055,0.43811,0.5795,23334610,13523185,0.46,2.14,,"Price closed back past level 23924.550000000003 | Option writers did not cover their positions | Price closed back deeply past level (>=5.0 points) | Target 2 set at structural resistance: 24120.00 | Option Sizing: 1 lots suggested | Capital: ₹9,085.91 | Risk: 10.0% | Option SL: ₹27.71 | Option Target: ₹58.71 | Premium: ₹36.80 | Delta: +0.4381",2026-06-30T06:45:00+00:00,2026-06-30T08:34:05.424576+00:00
b6c2b34a-3e93-40f3-bb0e-c7a6d05df825,173,EXHAUSTION_REVERSAL,BEARISH,MEDIUM,SL_HIT,0,2026-06-30 14:04:00 IST,2026-06-30 14:25:09 IST,21.2,23892.1,23949.4,-57.3,-2226.75,23892.1,23914.95,23867.1,23842.1,23900,PE,1.0,9063.48,10.0,37.15,25.310272499998867,50.10375,-0.51815,1.8916,19590155,37056825,1.85,-9.86,,"Volume climax detected (4.2x average volume) | Candle formed a doji-like indecision pattern at 2:04pm | Option Sizing: 1 lots suggested | Capital: ₹9,063.48 | Risk: 10.0% | Option SL: ₹25.31 | Option Target: ₹50.10 | Premium: ₹37.15 | Delta: -0.5181",2026-06-30T08:34:00+00:00,2026-06-30T08:55:09.135893+00:00
f62acff4-3f8b-4751-9d78-ab4e4def3a89,174,EXHAUSTION_REVERSAL,BEARISH,HIGH,T1_HIT,1,2026-06-30 14:25:00 IST,2026-06-30 14:43:12 IST,18.2,23949.4,23954.3,-4.9,-183.74,23949.4,23975.85,23924.550000000003,23899.4,23950,PE,1.0,9063.8,10.0,20.75,7.526058000001454,33.174005999999274,-0.49996,0.4138,27949805,11565320,-8.76,11.98,,"Volume climax detected (10.1x average volume) | Candle formed a doji-like indecision pattern at 2:25pm | Extreme climactic volume spike confirms high selling/buying pressure | Extreme doji-like body ratio confirms high price indecision | Target 1 set at structural support: 23924.55 | Option Sizing: 1 lots suggested | Capital: ₹9,063.80 | Risk: 10.0% | Option SL: ₹7.53 | Option Target: ₹33.17 | Premium: ₹20.75 | Delta: -0.5000",2026-06-30T08:55:00+00:00,2026-06-30T09:13:12.887071+00:00
ac82bac0-0943-446b-b7b5-b80da60867b2,175,EXHAUSTION_REVERSAL,BULLISH,MEDIUM,SL_HIT,0,2026-06-30 14:45:00 IST,2026-06-30 14:58:25 IST,13.4,23944.95,23913.3,-31.65,-1126.53,23944.95,23924.2,23994.95,24120.0,23950,CE,1.0,9097.02,10.0,20.05,10.202465,43.778999999999996,0.47458,0.8146,26638170,21698820,-2.15,2.7,,"Volume climax detected (4.1x average volume) | Candle formed a doji-like indecision pattern at 2:45pm | Target 2 set at structural resistance: 24120.00 | Option Sizing: 1 lots suggested | Capital: ₹9,097.02 | Risk: 10.0% | Option SL: ₹10.20 | Option Target: ₹43.78 | Premium: ₹20.05 | Delta: +0.4746",2026-06-30T09:15:00+00:00,2026-06-30T09:28:25.200831+00:00
0bf81cf8-d640-4fe8-b35a-7403dc043123,176,EXHAUSTION_REVERSAL,BULLISH,HIGH,T2_HIT,2,2026-06-30 15:06:00 IST,2026-07-03 09:15:21 IST,3969.4,23835.4,24120.0,284.6,7293.8,23835.4,23813.55,23924.550000000003,24120.0,23850,CE,1.0,9072.38,10.0,7.1,1.0,37.563446500000495,0.34171,0.9097,26126230,23766535,8.03,3.18,CLOSED,"Volume climax detected (6.4x average volume) | Candle formed a doji-like indecision pattern at 3:06pm | Extreme climactic volume spike confirms high selling/buying pressure | Extreme doji-like body ratio confirms high price indecision | Target 1 set at structural resistance: 23924.55 | Target 2 set at structural resistance: 24120.00 | Option Sizing: 1 lots suggested | Capital: ₹9,072.38 | Risk: 10.0% | Option SL: ₹1.00 | Option Target: ₹37.56 | Premium: ₹7.10 | Delta: +0.3417",2026-06-30T09:36:00+00:00,2026-07-03T03:45:21.968461+00:00
b0debfe6-e711-4b93-8f31-45b1c38e5ecf,177,EXHAUSTION_REVERSAL,BEARISH,MEDIUM,SL_HIT,0,2026-07-01 11:13:00 IST,2026-07-01 12:00:45 IST,47.8,24001.5,24024.75,-23.25,-794.61,24001.5,24024.25,23931.5,23829.2,24000,PE,0.0,9477.17,10.0,145.85,135.48305249999999,177.7483,-0.45569,0.9426,11407760,10753015,-0.5,0.82,,"Volume climax detected (2.8x average volume) | Candle formed a doji-like indecision pattern at 11:13am | Extreme doji-like body ratio confirms high price indecision | Target 2 set at structural support: 23829.20 | Option Sizing: 0 lots suggested | Capital: ₹9,477.17 | Risk: 10.0% | Option SL: ₹135.48 | Option Target: ₹177.75 | Premium: ₹145.85 | Delta: -0.4557",2026-07-01T05:43:00+00:00,2026-07-01T06:30:45.205554+00:00
c36dd20a-b0c8-4868-9292-2cd622296b9c,178,FAILED_BREAKOUT,BEARISH,MEDIUM,TIME_STOP,0,2026-07-01 12:40:00 IST,2026-07-03 09:15:19 IST,2675.3,24032.25,24032.25,0.0,0.0,24032.25,24060.550000000003,23962.25,23829.2,24050,PE,0.0,9457.67,10.0,152.7,139.31098699999862,185.8177,-0.47311,0.8457,4048135,3423615,-0.91,1.59,CLOSED,"Price closed back past level 24035.550000000003 | Breakout candle volume was weak | Target 2 set at structural support: 23829.20 | Option Sizing: 0 lots suggested | Capital: ₹9,457.67 | Risk: 10.0% | Option SL: ₹139.31 | Option Target: ₹185.82 | Premium: ₹152.70 | Delta: -0.4731",2026-07-01T07:10:00+00:00,2026-07-03T03:45:19.747446+00:00
17f73dcb-0d48-4271-97ce-c90cf044cbcb,179,EXHAUSTION_REVERSAL,BULLISH,HIGH,SL_HIT,0,2026-07-01 13:41:00 IST,2026-07-01 14:38:06 IST,57.1,24034.7,24008.65,-26.05,-931.08,24034.7,24010.6,24069.7,24104.7,24100,CE,1.0,9458.45,10.0,130.55,119.06490399999898,147.2296,0.47656,0.7971,4737850,3776500,0.36,2.51,,"Volume climax detected (3.6x average volume) | Candle formed a doji-like indecision pattern at 1:41pm | Extreme doji-like body ratio confirms high price indecision | Exhaustion occurred at a significant key structural level | Option Sizing: 1 lots suggested | Capital: ₹9,458.45 | Risk: 10.0% | Option SL: ₹119.06 | Option Target: ₹147.23 | Premium: ₹130.55 | Delta: +0.4766",2026-07-01T08:11:00+00:00,2026-07-01T09:08:06.819187+00:00
b081f197-3655-4eb1-a267-5755b167659b,180,EXHAUSTION_REVERSAL,BULLISH,MEDIUM,SL_HIT,0,2026-07-01 14:22:00 IST,2026-07-01 14:37:06 IST,15.1,24036.3,24014.45,-21.85,-784.09,24036.3,24016.0,24071.3,24106.3,24100,CE,1.0,9476.0,10.0,130.5,120.78705900000034,147.24645,0.47847,0.9111,4819555,4391270,0.7,-0.75,,"Volume climax detected (2.6x average volume) | Candle formed a doji-like indecision pattern at 2:22pm | Exhaustion occurred at a significant key structural level | Option Sizing: 1 lots suggested | Capital: ₹9,476.00 | Risk: 10.0% | Option SL: ₹120.79 | Option Target: ₹147.25 | Premium: ₹130.50 | Delta: +0.4785",2026-07-01T08:52:00+00:00,2026-07-01T09:07:06.243744+00:00
e6e8ab3c-e03c-44d6-976f-0108a0071194,181,FAILED_BREAKOUT,BEARISH,MEDIUM,TIME_STOP,0,2026-07-01 15:01:00 IST,2026-07-03 09:15:20 IST,2534.3,24024.45,24024.45,0.0,0.0,24024.45,24060.550000000003,23954.45,23829.2,24050,PE,0.0,9470.74,10.0,151.2,133.85033999999894,184.84199999999998,-0.4806,1.1997,11974495,14365975,-2.56,-1.94,CLOSED,"Price closed back past level 24035.550000000003 | Price closed back deeply past level (>=5.0 points) | Target 2 set at structural support: 23829.20 | Option Sizing: 0 lots suggested | Capital: ₹9,470.74 | Risk: 10.0% | Option SL: ₹133.85 | Option Target: ₹184.84 | Premium: ₹151.20 | Delta: -0.4806",2026-07-01T09:31:00+00:00,2026-07-03T03:45:20.322359+00:00
7ff52f71-bddd-4f5f-aeb1-1a060d357de5,182,EXHAUSTION_REVERSAL,BULLISH,MEDIUM,T2_HIT,2,2026-07-01 15:18:00 IST,2026-07-03 09:15:21 IST,2517.4,24000.35,24070.35,70.0,2582.63,24000.35,23978.95,24035.550000000003,24070.35,24050,CE,1.0,9465.67,10.0,133.8,123.27269800000109,151.11593600000216,0.49193,1.148,11823825,13573755,-0.06,-0.44,CLOSED,"Volume climax detected (2.6x average volume) | Candle formed a doji-like indecision pattern at 3:18pm | Extreme doji-like body ratio confirms high price indecision | Target 1 set at structural resistance: 24035.55 | Option Sizing: 1 lots suggested | Capital: ₹9,465.67 | Risk: 10.0% | Option SL: ₹123.27 | Option Target: ₹151.12 | Premium: ₹133.80 | Delta: +0.4919",2026-07-01T09:48:00+00:00,2026-07-03T03:45:21.460259+00:00
041a985d-9d4d-42bb-b83a-4e3d4aff15ba,183,OI_WALL_REJECTION,BEARISH,MEDIUM,SL_HIT,0,2026-07-02 09:17:00 IST,2026-07-02 09:25:23 IST,8.4,24078.6,24126.35,-47.75,-1723.3,24078.6,24125.0,24049.9,23895.100000000002,24100,PE,0.0,9622.7,10.0,131.05,108.72231999999931,144.86043999999862,-0.4812,0.517,5809180,3003195,10.6,14.18,CLOSED,"Price approached massive OI wall at 24100.0 | Wall size: 58.1L contracts (+10.6% change) | Candle showed clear rejection/bounce | Option writers defended the level (OI did not drop) | Aggressive active defending by option writers (>1.5x min change) | Target 1 set at structural support: 24049.90 | Target 2 set at structural support: 23895.10 | Option Sizing: 0 lots suggested | Capital: ₹9,622.70 | Risk: 10.0% | Option SL: ₹108.72 | Option Target: ₹144.86 | Premium: ₹131.05 | Delta: -0.4812",2026-07-02T03:47:00+00:00,2026-07-02T03:55:23.795425+00:00
b6bea787-73c3-41fc-95d5-1a711748408c,184,OI_WALL_REJECTION,BEARISH,HIGH,SL_HIT,0,2026-07-02 10:16:00 IST,2026-07-02 12:19:44 IST,123.7,24085.15,24125.5,-40.35,-1427.0,24085.15,24125.0,24049.9,23895.100000000002,24100,PE,0.0,9570.39,10.0,124.75,105.95913100000068,141.371785,-0.47154,0.7203,9564815,6889220,5.28,-3.59,CLOSED,"Price approached massive OI wall at 24100.0 | Wall size: 95.6L contracts (+5.3% change) | Candle showed clear rejection/bounce | Option writers defended the level (OI did not drop) | Massive wall size confirms strong barrier (>1.5x min) | Candle showed heavy overhead supply (long upper wick) | Target 1 set at structural support: 24049.90 | Target 2 set at structural support: 23895.10 | Option Sizing: 0 lots suggested | Capital: ₹9,570.39 | Risk: 10.0% | Option SL: ₹105.96 | Option Target: ₹141.37 | Premium: ₹124.75 | Delta: -0.4715",2026-07-02T04:46:00+00:00,2026-07-02T06:49:44.555136+00:00
13af97a2-b3fd-44b2-b94b-6fd423765336,185,EXHAUSTION_REVERSAL,BEARISH,MEDIUM,SL_HIT,0,2026-07-02 13:01:00 IST,2026-07-02 13:19:53 IST,18.9,24129.0,24152.55,-23.55,-844.18,24129.0,24150.85,24049.9,23895.100000000002,24150,PE,1.0,9637.45,10.0,119.85,109.40679250000069,157.6558449999993,-0.47795,0.6677,5684705,3795480,0.74,0.4,CLOSED,"Volume climax detected (3.0x average volume) | Candle formed a doji-like indecision pattern at 1:01pm | Target 1 set at structural support: 24049.90 | Target 2 set at structural support: 23895.10 | Option Sizing: 1 lots suggested | Capital: ₹9,637.45 | Risk: 10.0% | Option SL: ₹109.41 | Option Target: ₹157.66 | Premium: ₹119.85 | Delta: -0.4779",2026-07-02T07:31:00+00:00,2026-07-02T07:49:53.196745+00:00
cdf06535-f3b0-4a21-9573-100c38ff8b47,186,EXHAUSTION_REVERSAL,BEARISH,MEDIUM,TIME_STOP,0,2026-07-02 15:28:00 IST,2026-07-03 09:15:19 IST,1067.3,24169.4,24169.4,0.0,0.0,24169.4,24190.8,24049.9,23895.100000000002,24200,PE,1.0,9633.43,10.0,114.95,104.42120000000108,173.744,-0.492,1.3487,3272750,4414020,-1.12,-1.49,CLOSED,"Volume climax detected (2.5x average volume) | Candle formed a doji-like indecision pattern at 3:28pm | Target 1 set at structural support: 24049.90 | Target 2 set at structural support: 23895.10 | Option Sizing: 1 lots suggested | Capital: ₹9,633.43 | Risk: 10.0% | Option SL: ₹104.42 | Option Target: ₹173.74 | Premium: ₹114.95 | Delta: -0.4920",2026-07-02T09:58:00+00:00,2026-07-03T03:45:19.744874+00:00
d6aea8dd-db64-41fe-963e-bd39c53a01d3,187,FAILED_BREAKOUT,BULLISH,HIGH,STOPPED_OUT_AT_BE,1,2026-07-03 09:20:00 IST,2026-07-03 13:29:02 IST,249.0,24305.3,24305.3,0.0,0.0,24305.3,24275.0,24350.0,24400.0,24350,CE,1.0,9636.35,10.0,90.3,75.71903400000035,111.81053400000035,0.48122,0.8442,8616010,7273760,10.65,12.75,CLOSED,"Price closed back past level 24300.0 | Breakout candle volume was weak | Option writers did not cover their positions | Option writers actively defended and added positions (>=3% OI growth) | Price closed back deeply past level (>=5.0 points) | Target 1 set at structural resistance: 24350.00 | Target 2 set at structural resistance: 24400.00 | Option Sizing: 1 lots suggested | Capital: ₹9,636.35 | Risk: 10.0% | Option SL: ₹75.72 | Option Target: ₹111.81 | Premium: ₹90.30 | Delta: +0.4812",2026-07-03T03:50:00+00:00,2026-07-03T07:59:02.849219+00:00
3d750af4-7140-4dfe-a053-1ec575b53b87,197,TREND_CONTINUATION,BULLISH,HIGH,SL_HIT,0,2026-07-07 10:43:00 IST,2026-07-07 10:45:31 IST,2.5,24490.2,24471.2,-19.0,-661.27,24490.2,24471.2,24515.2,24540.2,24500,CE,0.0,180.73,10.0,27.15,18.33305,38.75125,0.46405,0.7391,38121525,28174640,2.61,-4.01,CLOSED,"Trend continuation: regime held 43 candles before pullback | Pullback held 3 candle(s), resumed at 24490.20 | Pullback stayed on the trend side of VWAP — shallow retrace | Regime persisted well beyond the minimum arming window | Sufficient room to the next opposing structural level | Option Sizing: 0 lots suggested | Capital: ₹180.73 | Risk: 10.0% | Option SL: ₹18.33 | Option Target: ₹38.75 | Premium: ₹27.15 | Delta: +0.4641",2026-07-07T05:13:00+00:00,2026-07-07T05:15:31.499624+00:00
1db2bef8-1199-43c7-9ab2-2f818d4965ba,198,TREND_CONTINUATION,BEARISH,MEDIUM,SL_HIT,0,2026-07-08 11:55:00 IST,2026-07-08 11:55:40 IST,0.7,24253.1,24259.45,-6.35,-216.03,24253.1,24259.45,24218.1,24183.1,24250,PE,0.0,69.78,10.0,146.85,143.969576499999,162.72635,-0.45361,1.123,5627700,6319820,-0.16,-0.61,CLOSED,"Trend continuation: regime held 16 candles before pullback | Pullback held 3 candle(s), resumed at 24253.10 | Pullback stayed on the trend side of VWAP — shallow retrace | Sufficient room to the next opposing structural level | Option Sizing: 0 lots suggested | Capital: ₹69.78 | Risk: 10.0% | Option SL: ₹143.97 | Option Target: ₹162.73 | Premium: ₹146.85 | Delta: -0.4536",2026-07-08T06:25:00+00:00,2026-07-08T06:25:40.291135+00:00
c4b559b5-8712-43f9-a878-ec966801999d,199,TREND_CONTINUATION,BULLISH,HIGH,SL_HIT,0,2026-07-09 10:22:00 IST,2026-07-09 10:36:32 IST,14.5,24046.05,24029.65,-16.4,-590.24,24046.05,24029.65,24116.05,24300.0,24100,CE,0.0,31.76,10.0,117.6,109.73013200000103,151.1909,0.47987,1.0224,3628625,3709810,2.38,0.15,CLOSED,"Trend continuation: regime held 66 candles before pullback | Pullback held 3 candle(s), resumed at 24046.05 | Pullback stayed on the trend side of VWAP — shallow retrace | Resumption volume confirms participation (>= 1.2x average) | Regime persisted well beyond the minimum arming window | Sufficient room to the next opposing structural level | Target 2 set at structural resistance: 24300.00 | Option Sizing: 0 lots suggested | Capital: ₹31.76 | Risk: 10.0% | Option SL: ₹109.73 | Option Target: ₹151.19 | Premium: ₹117.60 | Delta: +0.4799",2026-07-09T04:52:00+00:00,2026-07-09T05:06:32.088606+00:00
d6350758-95f3-4ae5-a576-c91378b8651f,200,TREND_CONTINUATION,BULLISH,MEDIUM,TIME_STOP,0,2026-07-09 11:49:00 IST,2026-07-09 12:34:49 IST,45.8,24051.6,24051.6,0.0,0.0,24051.6,24041.35,24121.6,24300.0,24100,CE,0.0,31.76,10.0,118.85,113.88582249999999,152.7517,0.48431,1.2708,3095495,3933670,0.77,0.98,CLOSED,"Trend continuation: regime held 22 candles before pullback | Pullback held 3 candle(s), resumed at 24051.60 | Pullback stayed on the trend side of VWAP — shallow retrace | Sufficient room to the next opposing structural level | Target 2 set at structural resistance: 24300.00 | Option Sizing: 0 lots suggested | Capital: ₹31.76 | Risk: 10.0% | Option SL: ₹113.89 | Option Target: ₹152.75 | Premium: ₹118.85 | Delta: +0.4843",2026-07-09T06:19:00+00:00,2026-07-09T07:04:49.016202+00:00
d38ef1e8-7bc9-449c-abfd-aaa31ac35830,201,EXHAUSTION_REVERSAL,BEARISH,MEDIUM,SL_HIT,0,2026-07-09 14:17:00 IST,2026-07-09 14:17:04 IST,0.1,24041.85,24042.65,-0.8,-28.13,24041.85,24042.65,23971.85,23805.2,24050,PE,0.0,1586.6,10.0,138.1,137.72492799999864,170.91879999999998,-0.46884,1.149,3857620,4432480,0.15,1.02,CLOSED,"Volume climax detected (2.5x average volume) | Candle formed a doji-like indecision pattern at 2:17pm | Target 2 set at structural support: 23805.20 | Option Sizing: 0 lots suggested | Capital: ₹1,586.60 | Risk: 10.0% | Option SL: ₹137.72 | Option Target: ₹170.92 | Premium: ₹138.10 | Delta: -0.4688",2026-07-09T08:47:00+00:00,2026-07-09T08:47:04.430775+00:00
88f3c52e-2eeb-4aac-8967-baed3687d41c,202,EXHAUSTION_REVERSAL,BULLISH,MEDIUM,SL_HIT,0,2026-07-09 14:18:00 IST,2026-07-09 14:18:05 IST,0.1,24035.35,24034.75,-0.6,-20.84,24035.35,24034.75,24105.35,24300.0,24100,CE,0.0,1586.6,10.0,104.8,104.52214000000068,137.21699999999998,0.4631,1.152,3900325,4493255,1.11,1.37,CLOSED,"Volume climax detected (3.2x average volume) | Candle formed a doji-like indecision pattern at 2:18pm | Target 2 set at structural resistance: 24300.00 | Option Sizing: 0 lots suggested | Capital: ₹1,586.60 | Risk: 10.0% | Option SL: ₹104.52 | Option Target: ₹137.22 | Premium: ₹104.80 | Delta: +0.4631",2026-07-09T08:48:00+00:00,2026-07-09T08:48:05.623384+00:00
